,e,feat
1284,3294,"1.831884546465954, 8.790069871625954, 4.0, 1.0420188047119854, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10770,3295,"1.7473729654597054, 8.740312716956566, 3.9, 1.2443315681400626, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3935,3296,"1.5963617133367345, 8.726123482683052, 4.2, 1.12274937857992, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7164,3297,"1.7898016519742912, 8.776128155857476, 3.2, 1.001750783529666, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7165,3298,"1.2532735168155957, 8.70175565306904, 4.3, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1285,3299,"1.5646905148581842, 8.72148305622443, 4.1, 1.4145466335242625, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3938,3300,"1.5924911967379263, 8.715451970031534, 4.4, 1.0023343780395548, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1287,3301,"1.5374107478243815, 8.710084062858703, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1288,3302,"1.7918480917934856, 8.764176475901909, 3.9, 1.0175078352966604, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1289,3303,"1.5579222006652529, 8.721653405215202, 4.6, 1.0056414135955907, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3941,3304,"1.2560689871168265, 8.696787951311395, 3.8, 1.0175078352966604, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1290,3305,"1.7967812746780094, 8.772403838390941, 3.8, 1.0301523830109154, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3943,3306,"1.5714849675772262, 8.726266911495879, 3.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1291,3307,"1.1679666194585563, 8.702651001479248, 4.0, 1.0235383118988437, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14661,3308,"1.815753152425101, 8.77887338433248, 3.6, 1.0233437803955474, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3944,3309,"1.2640626573873082, 8.690971908587194, 3.9, 1.0696422781800496, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3945,3310,"1.7897864354286641, 8.77059830367717, 3.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7175,3311,"1.8040316405533101, 8.778373135356508, 4.2, 1.0850102669404518, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3946,3312,"1.7836264384352134, 8.77906966223017, 4.4, 1.4719334269966498, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7177,3313,"1.5614676292866667, 8.72354422664372, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1292,3314,"1.7861391301785998, 8.774149659935572, 4.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1293,3315,"1.7812834880535844, 8.762682088071147, 4.3, 1.001750783529666, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1294,3316,"1.593460920150874, 8.725374804978337, 4.5, 1.0087539176483302, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1295,3317,"1.7628908994267718, 8.75510046696028, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10786,3318,"1.2647262472307466, 8.694693071442789, 4.1, 1.011088295687885, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10787,3319,"1.8170656457595786, 8.774597976284802, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3950,3320,"1.7868785641632199, 8.75100301388232, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3951,3321,"1.7798851829452502, 8.766362876894233, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3952,3322,"1.7793765950918479, 8.75648538480389, 4.0, 1.0103101696747, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1296,3323,"1.8237261716693718, 8.792318386034875, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1297,3324,"1.5713424781473568, 8.724348602558198, 4.4, 1.0241219064087324, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3955,3325,"1.7914282847960141, 8.77404305154214, 4.0, 1.0702258726899383, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10793,3326,"1.6096433452898689, 8.724687187075098, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3956,3327,"1.7780694301993067, 8.757662060918992, 3.8, 1.0462984977845022, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1298,3328,"1.577334032752458, 8.718190851878205, 4.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7187,3329,"1.5234436555571786, 8.780304037800313, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1299,3330,"1.2120372613791384, 8.699013186437211, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14675,3331,"1.57690404604502, 8.722814850669183, 4.4, 1.0227601858856588, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7189,3332,"1.8074826152512609, 8.76142823620737, 4.0, 1.0019453150329622, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14678,3333,"1.8005220529940678, 8.772266668924724, 4.3, 1.0058359450988867, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7190,3334,"1.5635620250832831, 8.722387369714742, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1300,3335,"1.1909663751543542, 8.702573139945589, 3.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7191,3336,"1.8085715791210584, 8.761514732397458, 3.9, 1.0081703231384416, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7192,3337,"1.4622118517997862, 8.69622393680045, 4.8, 1.0015562520263699, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1301,3338,"1.7922852891288148, 8.760051142547022, 3.6, 1.0142007997406246, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10800,3339,"1.5684565038622091, 8.72099305661681, 4.2, 1.0106992326812925, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14683,3340,"1.8620235130269212, 8.772377423200124, 4.0, 1.0369609856262834, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3958,3341,"1.5698422433910508, 8.724688159642898, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14685,3342,"1.7958713570611131, 8.77624460214827, 4.4, 1.0081703231384416, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1302,3343,"1.7926281915986486, 8.783614907967005, 4.3, 1.1564033286501676, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1303,3344,"1.8309561251054198, 8.772658451653388, 4.3, 1.0916243380525235, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10802,3345,"1.5753396313985348, 8.726683775251841, 4.2, 1.0215929968658812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1304,3346,"1.5754643063359621, 8.72598027207454, 4.4, 2.1837241975575488, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14686,3347,"1.8238899483573237, 8.77481088135122, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10803,3348,"1.2638465506278118, 8.692186664472302, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3962,3349,"1.348559127886574, 8.70041819154653, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7198,3350,"1.7696065654322206, 8.754813945992712, 3.7, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1306,3351,"1.7745247703580702, 8.758540707347564, 4.1, 1.0169242407867718, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7200,3352,"1.164686234431528, 8.70454678549731, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10807,3353,"1.7494040826946264, 8.74366379906113, 4.2, 1.055441478439425, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3964,3354,"1.5743616899905595, 8.72312771824907, 4.3, 1.018675024316438, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1307,3355,"1.5999388475131502, 8.714536216400758, 3.7, 1.005252350588998, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7202,3356,"1.0892437411285973, 8.318296527465513, 4.0, 1.410850534961634, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3966,3357,"1.2636242936268776, 8.720151504921628, 3.8, 1.007586728628553, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7203,3358,"1.7771507378844955, 8.766056362177089, 4.3, 1.0083648546417379, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14693,3359,"1.257393515837566, 8.693576869094722, 4.5, 1.0054468820922944, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1308,3360,"1.6364475289986764, 8.720804908388422, 3.8, 1.0048632875824057, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1309,3361,"1.822578011725736, 8.77527120517213, 3.8, 1.0097265751648115, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3969,3362,"1.7939572004521604, 8.77178469923586, 3.9, 1.1206095320436615, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1310,3363,"1.8362188495904466, 8.768426266763118, 4.0, 1.0112828271911813, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1311,3364,"1.7965268879674943, 8.75599277297891, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7208,3365,"1.1654474858674568, 8.699581378002167, 4.0, 1.1614611477358694, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7209,3366,"1.788037725616328, 8.759361074521058, 3.4, 1.0054468820922944, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10818,3367,"1.1560044793905018, 8.699388871921906, 3.5, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7210,3368,"1.848335222868358, 8.784908853314883, 3.7, 1.0058359450988867, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1312,3369,"1.6000358993834292, 8.722252762590612, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10819,3370,"1.8699918665707944, 8.774643979988612, 4.5, 1.0132281422241436, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1313,3371,"1.8032871962426906, 8.771989387351253, 4.0, 1.1120501458986274, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7212,3372,"1.6806996295513414, 8.73195386454789, 4.3, 1.0157570517669945, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1314,3373,"1.557503878208819, 8.725578314790432, 2.0, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1315,3374,"1.8048874784610112, 8.761016353744179, 4.2, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7214,3375,"1.0174516547061119, 8.724588508849878, 4.5, 1.0350156705933211, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1316,3376,"1.557206227730946, 8.722816222239157, 4.2, 1.1387009618502106, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3977,3377,"1.6007913186938563, 8.714710125239053, 4.2, 1.0274289419647682, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1317,3378,"1.5524154547473064, 8.724205946812084, 4.0, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7217,3379,"1.8389320339027826, 8.776516896194561, 4.3, 1.0070031341186643, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1318,3380,"1.7980850198242342, 8.775894951555442, 4.3, 1.4334161893439965, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7221,3381,"1.793625935723668, 8.763299525232577, 4.1, 1.0340430130768399, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10827,3382,"1.578164050249983, 8.719886118600476, 4.2, 1.0048632875824057, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3982,3383,"1.7901531435744094, 8.768998884758444, 3.8, 1.0313195720306927, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7223,3384,"1.767665634065283, 8.75860974095812, 4.0, 1.0066140711120717, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10829,3385,"1.741714319182102, 8.741266955593932, 4.0, 1.0787852588349724, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1321,3386,"1.803222035495038, 8.796890140478663, 4.0, 1.0151734572571058, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7224,3387,"1.7922063698669133, 8.778557087827657, 3.5, 1.0019453150329622, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1322,3388,"1.755424771417574, 8.756522922180315, 3.9, 1.0029179725494435, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10831,3389,"1.117390612676183, 8.308104659068311, 3.5, 1.000778126013185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1323,3390,"1.7985098636573662, 8.756686737510483, 4.6, 1.0015562520263699, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10833,3391,"1.8139456176741797, 8.765675408616811, 4.1, 1.007586728628553, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1324,3392,"1.8333518032035148, 8.788130365697768, 3.2, 1.0215929968658812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1325,3393,"1.0873200675512127, 8.318289769366187, 4.3, 1.7182103101696748, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3985,3394,"1.8218330637315496, 8.794063203839663, 4.4, 1.0227601858856588, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1326,3395,"1.2708304944063338, 8.695164031165406, 4.0, 1.0145898627472172, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10835,3396,"1.1626296414120292, 8.700699556657879, 3.8, 1.0285961309845455, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3986,3397,"1.7638714387815622, 8.759073406422239, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7229,3398,"1.7932613218411717, 8.760694558490643, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1327,3399,"1.8233942972186705, 8.793975947051681, 3.9, 1.049411001837242, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7230,3400,"1.1823840578531302, 8.701592292850728, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1328,3401,"1.7695140202043742, 8.754724376239, 4.4, 1.0021398465362585, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14716,3402,"1.1624185449785296, 8.69960873458874, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14717,3403,"1.8310282844036712, 8.777604837966756, 4.2, 1.006030476602183, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14718,3404,"1.788652246076568, 8.775671092632459, 3.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10838,3405,"1.7948284404731165, 8.761331272444618, 4.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7232,3406,"1.5766461600592034, 8.714791671308415, 4.2, 1.0106992326812925, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14720,3407,"1.2664539879009382, 8.6934964639222, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14721,3408,"1.8204597572338876, 8.776487151829352, 4.5, 1.004279693072517, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1329,3409,"1.8156729341897924, 8.77940216196391, 4.2, 1.0778126013184912, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7236,3410,"1.8068985543919363, 8.771301781916833, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7237,3411,"1.7699513235783497, 8.752135126442084, 3.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10844,3412,"1.8315752847563997, 8.773337428665789, 3.9, 1.0064195396087756, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14725,3413,"1.2538427057548924, 8.69512936161711, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14726,3414,"1.8014246009251025, 8.773350009703096, 4.6, 1.0015562520263699, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3990,3415,"1.7815721517562535, 8.76832210849241, 3.6, 1.0046687560791094, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10846,3416,"1.7873135346869953, 8.775137782585706, 4.3, 1.0585539824921648, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7239,3417,"1.6166279253002633, 8.721312002745446, 3.7, 1.0036960985626284, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14730,3418,"1.799049414795249, 8.775018655499055, 4.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1332,3419,"1.8117809712749358, 8.771563228091514, 4.1, 1.106603263806333, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3993,3420,"1.7875691938612572, 8.772028140437428, 4.2, 1.0048632875824057, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10851,3421,"1.7960753489053625, 8.761955361720423, 3.9, 1.081897762887712, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1334,3422,"1.7875471643326577, 8.758321330964632, 4.0, 1.098822003674484, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3995,3423,"1.7271721263211166, 8.748329973628811, 3.7, 1.0066140711120717, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10854,3424,"1.5159252239860939, 8.710382111248462, 4.0, 1.0355992651032098, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1335,3425,"1.771469319807772, 8.755642380491416, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3997,3426,"1.1893034771158755, 8.698161441483357, 4.1, 1.0038906300659245, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1336,3427,"1.0836181523987243, 8.317174614398827, 3.7, 1.3534637414892468, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10856,3428,"1.8006321211080811, 8.761892525112387, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3998,3429,"1.8111606717085156, 8.765614330112106, 4.7, 1.001750783529666, 0, 0, 0, 0, 0, 0, 0, 0, 0"
3999,3430,"1.7802400147627004, 8.755298290991394, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7246,3431,"1.5679278481951462, 8.723091808053388, 4.3, 1.011088295687885, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1337,3432,"1.6378304319937547, 8.720619833723658, 4.2, 1.0087539176483302, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7248,3433,"1.7822312349572593, 8.760094490392609, 3.9, 1.0103101696747, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1338,3434,"1.7457224474330868, 8.743972820010683, 4.5, 1.039100832162542, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7249,3435,"1.8301289441416602, 8.771766688028338, 2.7, 1.0019453150329622, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1339,3436,"1.783559130404992, 8.757869591924877, 4.2, 1.0019453150329622, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1340,3437,"1.1789799522364834, 8.699224052851894, 4.1, 1.0603047660218308, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4001,3438,"1.779189754998506, 8.774074765980584, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10864,3439,"1.5657370102504649, 8.724810391465217, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14743,3440,"1.677464204909998, 8.731520018261886, 2.8, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14744,3441,"1.5235087897951658, 8.781212185452144, 3.8, 1.0149789257538095, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4002,3442,"1.5962946438934633, 8.726390807905394, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1341,3443,"1.5860908896641481, 8.721361348092465, 4.5, 1.000778126013185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4003,3444,"1.464950299819411, 8.723023204617052, 3.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7253,3445,"1.5223445649967369, 8.778914487790837, 4.0, 1.0048632875824057, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4004,3446,"1.4797453418305517, 8.734083046134662, 3.8, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7254,3447,"1.8015078147521484, 8.775553486741599, 3.9, 1.0208148708526965, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1342,3448,"1.7459080680820067, 8.75841401168842, 4.2, 1.5929320220469037, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10867,3449,"1.8378558476897657, 8.769258809737336, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7255,3450,"1.745255718334989, 8.761818902976827, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1343,3451,"1.819206009309009, 8.772280615297596, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1344,3452,"1.7793427157446162, 8.772405714948043, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7257,3453,"1.806480629580423, 8.770611071746744, 4.2, 1.0379336431427646, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4007,3454,"1.5646242407047568, 8.720852533038565, 4.0, 1.0916243380525235, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14752,3455,"1.2014220772053426, 8.751582065787707, 3.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10871,3456,"1.844987450282125, 8.773760738800629, 4.0, 1.0097265751648115, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4008,3457,"1.7878109089536354, 8.775379702591483, 4.4, 1.0231492488922511, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7260,3458,"1.5783777976496145, 8.718706325280888, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1345,3459,"1.5623796411668147, 8.723196284278952, 4.2, 1.386145034043013, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10877,3460,"1.805299093973118, 8.779773283861239, 4.5, 1.005057819085702, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4011,3461,"1.7932609772155743, 8.773467465968142, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1347,3462,"1.7622763259472087, 8.759097209395696, 4.3, 1.0350156705933211, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1348,3463,"1.3522213580759903, 8.700304731537637, 4.0, 1.6189992434885982, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10880,3464,"1.8103194936435534, 8.778175654217888, 3.5, 1.0105047011779964, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4013,3465,"1.5735550540143635, 8.719934902850687, 4.2, 1.1838322706149358, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1349,3466,"1.572827867493297, 8.725707971793838, 4.0, 1.0095320436615152, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7266,3467,"1.7772061165670996, 8.76587338227374, 3.5, 1.000778126013185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4015,3468,"1.8120295788792724, 8.769596596249887, 4.0, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10884,3469,"1.8017357183109546, 8.77460794510475, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1350,3470,"1.8382173599418818, 8.770895647578715, 3.7, 1.012839079217551, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14767,3471,"1.7970107688164987, 8.779779717771298, 4.7, 1.0013617205230736, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1351,3472,"1.7945574056952598, 8.771790565814705, 4.0, 1.1069923268129256, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7270,3473,"1.146922269404806, 8.714118997283485, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1352,3474,"1.600700364045693, 8.715995516977822, 4.3, 1.0177023667999567, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4019,3475,"1.3052664915079095, 8.691959432734064, 4.1, 1.0021398465362585, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1353,3476,"1.7123151312313514, 8.736109484661565, 4.4, 1.2665081595158327, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4020,3477,"1.8198044384047982, 8.78280407320483, 4.5, 1.000778126013185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1354,3478,"1.8160690150403358, 8.760914838862876, 4.4, 1.0013617205230736, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10889,3479,"1.165123908940763, 8.698410506121817, 4.0, 1.1540689506106128, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1355,3480,"1.5507947070704073, 8.724725559862325, 3.8, 1.0095320436615152, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4022,3481,"1.8477617393639205, 8.780051581643372, 3.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14771,3482,"1.8328116158337577, 8.772611007801105, 3.6, 1.0079757916351453, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10891,3483,"1.798755184063693, 8.773476655486968, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4023,3484,"1.1332338466979337, 8.314336748840896, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10892,3485,"1.493421358015902, 8.737286304168075, 4.2, 1.1490111315249107, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1356,3486,"1.7996559823570788, 8.761072139235667, 3.8, 1.031514103533989, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1357,3487,"1.0840122185150038, 8.320054774187227, 3.8, 1.020425807846104, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1358,3488,"1.7811418999522024, 8.748189892693603, 4.0, 1.001750783529666, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4025,3489,"1.7635927162019076, 8.759956915689807, 4.1, 1.0013617205230736, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1359,3490,"1.8354974951948817, 8.76840774433406, 3.5, 1.000778126013185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7276,3491,"1.7941831688056862, 8.775151629208034, 4.1, 1.0132281422241436, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4026,3492,"1.8287551339604304, 8.773984560317158, 3.9, 1.01186642170107, 0, 0, 0, 0, 0, 0, 0, 0, 0"
7278,3493,"1.7877508115513097, 8.770348727817174, 3.8, 1.0071976656219603, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14779,3494,"1.818545865721549, 8.776297681906263, 4.7, 1.001750783529666, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14780,3495,"1.259246991831641, 8.692496452254158, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
10899,3496,"1.8128684771133576, 8.780158514226072, 3.0, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14781,3497,"1.6570073619715497, 8.729427389014921, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
1360,3498,"1.7675468177630176, 8.777436434111584, 1.0, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4027,3499,"1.594569130034829, 8.725188782683409, 4.3, 1.012839079217551, 0, 0, 0, 0, 0, 0, 0, 0, 0"
14783,3500,"1.8016631348581207, 8.774950444830484, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4028,3501,"5.1296116637702935, 9.117073169619989, 4.3, 2.08568031989625, 0, 0, 0, 0, 0, 0, 0, 0, 0"
4029,3502,"1.3995268414253648, 8.707236558904501, 4.0, 1.000778126013185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
