,e,feat
523,1339,"1.8006374495500168, 8.759153132044181, 2.7, 1.0653685674547984"
3057,1340,"1.8264785637708778, 8.775232009442918, 5.0, 1.0027816411682893"
524,1341,"1.1804456979233464, 8.698491366406195, 3.9, 1.1300417246175243"
4623,1342,"1.801338550564294, 8.775456516744436, 4.1, 1.0118219749652295"
6303,1343,"1.504778362043842, 8.723337350250778, 1.0, 1.0006954102920724"
3058,1344,"1.7704032867950632, 8.752632513824338, 0.0, 1.0"
4625,1345,"1.7415628164673667, 8.742255901186049, 3.8, 1.0090403337969402"
3059,1346,"1.259160490806587, 8.694016800163881, 5.0, 1.0076495132127956"
3060,1347,"1.7302292469800795, 8.790554833831125, 5.0, 1.004172461752434"
525,1348,"1.7458281944722955, 8.740470946256295, 3.1, 1.256606397774687"
6306,1349,"1.8138907426751443, 8.784055861479237, 0.0, 1.0"
526,1350,"1.6007866529934551, 8.716376389490783, 2.8, 1.0034770514603617"
6307,1351,"1.56960670504977, 8.726005259585703, 0.0, 1.0"
4627,1352,"1.7912359837124292, 8.770577031873755, 4.8, 1.006258692628651"
3062,1353,"1.7865445424299464, 8.749513563703465, 0.0, 1.0"
3063,1354,"1.81043215970438, 8.776079808015892, 4.8, 1.1063977746870655"
527,1355,"1.7918692465032589, 8.760295200955076, 0.0, 1.0"
1695,1356,"5.9658041362476775, -3.413612344738244, 2.1, 1.0055632823365785"
528,1357,"1.8154276933124498, 8.767133886251889, 3.0, 1.011126564673157"
4630,1358,"1.3884784628751055, 8.695705826242772, 3.0, 1.0006954102920724"
1696,1359,"1.2666888369910234, 8.696833805389389, 0.0, 1.0"
4631,1360,"1.7468663128115836, 8.740977074279927, 3.4, 1.0264255910987483"
529,1361,"1.8036915215979201, 8.775884035105332, 4.4, 1.0361613351877608"
1698,1362,"1.595351324103241, 8.724706432695598, 3.9, 1.0438108484005564"
1699,1363,"1.2630522416441528, 8.69250135249961, 2.8, 1.0208623087621698"
530,1364,"1.5923844688412467, 8.724433390520229, 4.1, 1.0125173852573017"
3069,1365,"1.5747519122059401, 8.72300137171683, 4.6, 1.0292072322670376"
1701,1366,"1.8013335932576178, 8.777917431232648, 4.4, 1.006258692628651"
3071,1367,"1.2098226442682067, 8.698936503206847, 2.9, 1.1349095966620306"
531,1368,"1.8059902273547213, 8.777546770681584, 4.9, 1.1369958275382475"
1703,1369,"1.1706299921171759, 8.700690996814359, 4.3, 1.0076495132127956"
532,1370,"1.8530388585950721, 8.782806411108194, 0.0, 1.0"
1705,1371,"1.8118927890265981, 8.782163406635565, 5.0, 1.002086230876217"
533,1372,"1.0751977030898319, 8.315404435018339, 3.9, 1.0521557719054242"
534,1373,"1.5656958142366912, 8.721903504765551, 3.8, 1.0229485396383866"
6319,1374,"1.5180771987672061, 8.716721345573653, 4.4, 1.0069541029207232"
3075,1375,"1.594979287515561, 8.714311447254065, 4.5, 1.0069541029207232"
1707,1376,"1.7776188985043069, 8.766033513068203, 5.0, 1.0146036161335188"
4643,1377,"1.7305483172643408, 8.789627615122248, 5.0, 1.004172461752434"
535,1378,"1.678849122639341, 8.73173204427664, 4.8, 1.0159944367176634"
3077,1379,"1.799713163696656, 8.761651477923866, 3.3, 1.0403337969401947"
4645,1380,"1.4918082451214785, 8.717140154465213, 0.0, 1.0"
6323,1381,"1.791695528692295, 8.762131003724411, 4.0, 1.0006954102920724"
4646,1382,"1.5784159450523294, 8.718186730933875, 0.0, 1.0"
536,1383,"1.5536697858847353, 8.72365317294052, 4.6, 1.0618915159944367"
1710,1384,"1.7966447764316102, 8.761721627493626, 4.8, 1.0166898470097356"
537,1385,"1.559979350387641, 8.723099158421567, 4.4, 1.2552155771905424"
538,1386,"1.177046019420147, 8.710564449007688, 4.8, 1.0577190542420027"
3082,1387,"1.7836096313099041, 8.75686280968869, 3.1, 1.198191933240612"
1713,1388,"1.8012198933199954, 8.776410655631256, 3.7, 1.004172461752434"
1714,1389,"1.5669346372222206, 8.722771845716089, 0.0, 1.0"
4653,1390,"1.8022928453543265, 8.775213898484854, 0.0, 1.0"
6331,1391,"1.8331867275421576, 8.768532550967285, 0.0, 1.0"
6332,1392,"1.5785202075505014, 8.718134960401763, 5.0, 1.0006954102920724"
539,1393,"1.7944889312399388, 8.7621273129543, 2.1, 1.1258692628650904"
4655,1394,"4.866622064455961, 8.337492777679655, 0.0, 1.0"
540,1395,"1.7127595391945745, 8.736161679133485, 5.0, 1.0027816411682893"
541,1396,"1.5760651213012737, 8.720750824890583, 4.6, 1.0584144645340752"
3087,1397,"1.749667588728654, 8.743759191752822, 4.9, 1.7552155771905422"
1717,1398,"1.5436865125090389, 8.723914139065707, 0.0, 1.0"
542,1399,"1.7876514533404908, 8.758736517664579, 4.6, 1.0486787204450625"
543,1400,"1.5918796983790822, 8.715329632224263, 3.6, 1.7364394993045895"
1720,1401,"1.5918625731378366, 8.715317462657948, 1.8, 1.0027816411682893"
1721,1402,"1.7899369307762676, 8.778065666774792, 4.4, 1.0055632823365785"
1722,1403,"1.808289039150167, 8.776701353652838, 4.8, 1.131432545201669"
1723,1404,"1.5939230365678956, 8.71543385907347, 0.0, 1.0"
4663,1405,"1.2841706331821134, 8.69885339853524, 4.1, 1.0180806675938805"
544,1406,"1.7715322802535303, 8.752104284820899, 3.4, 1.0243393602225312"
4664,1407,"1.7846713167381507, 8.757123557609566, 0.0, 1.0"
4665,1408,"1.5706888029172719, 8.723647487159536, 5.0, 1.0006954102920724"
4666,1409,"1.7945421361303104, 8.77763017460482, 0.0, 1.0"
6345,1410,"1.7955858745178084, 8.763111470520325, 0.0, 1.0"
545,1411,"1.8098616717916771, 8.775386130267133, 3.7, 1.002086230876217"
546,1412,"1.8160493978909225, 8.775387215054295, 0.0, 1.0"
547,1413,"1.5519450142966171, 8.724161202458887, 5.0, 1.0027816411682893"
3097,1414,"1.5869968043221778, 8.72203289992378, 5.0, 1.0006954102920724"
548,1415,"1.7879003260414423, 8.767799989209761, 4.8, 1.027816411682893"
549,1416,"1.1646466024877782, 8.703304211679365, 3.9, 1.0479833101529903"
6349,1417,"1.2598321660967438, 8.694616419384468, 4.2, 1.0424200278164117"
1728,1418,"1.8069216708166511, 8.779359393918359, 1.0, 1.0006954102920724"
550,1419,"1.2692130339274446, 8.693463178412696, 4.1, 1.0848400556328233"
3101,1420,"1.8107652270898447, 8.775909515134803, 3.2, 1.006258692628651"
551,1421,"1.5613620147957672, 8.721677526143516, 3.4, 1.0890125173852574"
1731,1422,"1.057363460950814, 8.278633473191816, 0.0, 1.0"
4675,1423,"1.8138907426751443, 8.784055861479237, 0.0, 1.0"
552,1424,"1.2605380918693916, 8.692437798934542, 5.0, 1.0083449235048678"
3103,1425,"1.8012136370399139, 8.77368833237482, 4.3, 1.0396383866481225"
6356,1426,"1.7922462403976152, 8.776482139364537, 0.0, 1.0"
4678,1427,"1.5240769713673306, 8.723073054951197, 4.5, 1.0104311543810849"
4679,1428,"1.2619816754793476, 8.691352350925937, 4.8, 1.1203059805285118"
553,1429,"1.2739599334215157, 8.695445714231612, 4.5, 1.0097357440890125"
4680,1430,"1.1061119712072562, 8.305060397166931, 5.0, 1.0055632823365785"
554,1431,"1.561741977772197, 8.721035463066643, 0.0, 1.0"
3105,1432,"1.7985452275456346, 8.775053711580709, 3.9, 1.0361613351877608"
556,1433,"1.1562382680941328, 8.70075780474091, 3.1, 1.0299026425591098"
557,1434,"1.825339814757026, 8.775444266130805, 4.3, 1.0632823365785813"
558,1435,"1.798906024036893, 8.761918310627898, 3.1, 2.391515994436718"
1735,1436,"1.8037169708728378, 8.77060382736352, 3.4, 1.0528511821974966"
560,1437,"1.5949725010422497, 8.714314545755323, 4.2, 2.3358831710709316"
4685,1438,"1.7383427144102965, 8.743502390212827, 4.2, 1.011126564673157"
4686,1439,"1.7279446443631263, 8.789867964056965, 2.5, 1.1404728789986092"
3108,1440,"4.868450780426316, 8.337639953372273, 0.0, 1.0"
4687,1441,"1.785132187201084, 8.758901536235678, 0.0, 1.0"
3109,1442,"1.4114911022663295, 8.707010025420068, 3.3, 1.0104311543810849"
1736,1443,"1.7802830399431055, 8.75561698774367, 3.0, 1.0013908205841446"
1737,1444,"1.572506808984432, 8.72392092833708, 5.0, 1.0027816411682893"
561,1445,"1.1681206936104456, 8.702627354366015, 4.7, 1.055632823365786"
3112,1446,"1.169817444486494, 8.701331401538447, 4.7, 1.002086230876217"
562,1447,"1.7703171038859464, 8.751985799878371, 0.0, 1.0"
6364,1448,"5.746146089494903, 8.447627041107745, 0.0, 1.0"
6365,1449,"1.7449877851875133, 8.741627167275558, 4.4, 1.0048678720445063"
563,1450,"1.3882776256805593, 8.706849907094423, 0.0, 1.0"
6366,1451,"1.1573421569032787, 8.701566407584671, 5.0, 1.0006954102920724"
1740,1452,"1.4443080217996727, 8.710547217101286, 2.5, 1.0382475660639778"
1741,1453,"1.8054854568925558, 8.776301665693596, 2.3, 1.0027816411682893"
1742,1454,"1.564240911001332, 8.725355415966431, 3.3, 1.635605006954103"
564,1455,"1.3487275702749253, 8.7058747146085, 5.0, 1.0006954102920724"
565,1456,"1.7986223706602242, 8.761314339789847, 3.5, 1.1759388038942977"
566,1457,"1.806901788570623, 8.779374930065519, 2.8, 1.5834492350486786"
567,1458,"1.263328578354284, 8.693510746953157, 2.9, 1.2739916550764951"
4695,1459,"1.1802210285432269, 8.711826418071945, 0.0, 1.0"
568,1460,"1.7811003858224952, 8.761392294839641, 4.4, 1.0264255910987483"
3116,1461,"1.3968589091049903, 8.708606881996706, 4.2, 1.0034770514603617"
569,1462,"1.7898515961763115, 8.762307356451023, 3.1, 1.698191933240612"
1746,1463,"1.8124338247055185, 8.779101850483695, 4.0, 1.0048678720445063"
570,1464,"1.8416310620559457, 8.770756595320988, 0.0, 1.0"
571,1465,"1.805459742521026, 8.778722287196617, 4.1, 1.03894297635605"
572,1466,"1.2743237785238302, 8.699678971440227, 0.0, 1.0"
3120,1467,"1.5715024639537312, 8.720298618270157, 4.9, 1.0305980528511822"
573,1468,"1.7921826702296482, 8.760963398674363, 2.9, 1.0834492350486786"
1751,1469,"1.8042191433881873, 8.777416901708273, 3.3, 1.055632823365786"
1752,1470,"1.8219362658432674, 8.77623543756708, 3.7, 1.0097357440890125"
3124,1471,"1.5976171048606185, 8.725301319999774, 0.0, 1.0"
3125,1472,"1.0738401433310214, 8.31622748298769, 2.4, 1.0055632823365785"
6382,1473,"1.2626261783665989, 8.692681258839336, 3.2, 1.0347705146036161"
4706,1474,"1.7781965440255796, 8.765464984845163, 0.0, 1.0"
574,1475,"1.8046599195278024, 8.77426680448017, 5.0, 1.0027816411682893"
6385,1476,"1.3265249070772311, 8.691891222065495, 0.0, 1.0"
575,1477,"1.5612963503645512, 8.722862930431182, 5.0, 1.002086230876217"
6387,1478,"1.7865445424299464, 8.749513563703465, 0.0, 1.0"
3128,1479,"1.7929440542138835, 8.776608953477453, 0.0, 1.0"
576,1480,"1.797718841871717, 8.772524031561526, 4.0, 1.0034770514603617"
577,1481,"1.7947821280947016, 8.772973027461333, 4.6, 1.2023643949930458"
3131,1482,"1.255679586700949, 8.69831327427948, 5.0, 1.0006954102920724"
578,1483,"1.7681903928121185, 8.745667612917872, 2.4, 1.2614742698191934"
6391,1484,"1.8116882139697985, 8.775613954274224, 3.0, 1.0257301808066759"
1757,1485,"1.5725993807219396, 8.725554854709468, 0.0, 1.0"
4713,1486,"1.7802830399431055, 8.75561698774367, 5.0, 1.0013908205841446"
579,1487,"1.7973464606584386, 8.771048340723274, 4.6, 1.1460361613351877"
1759,1488,"0.04495498655081054, 8.041522628151734, 0.0, 1.0"
4715,1489,"1.7957715746957126, 8.775146205272227, 5.0, 1.0055632823365785"
1760,1490,"5.745578252548335, 8.44726027082788, 0.0, 1.0"
580,1491,"1.588995288163952, 8.720813748780346, 5.0, 1.0013908205841446"
581,1492,"1.8055130004307207, 8.761512562823135, 0.0, 1.0"
1763,1493,"1.104800140614314, 8.304895603034554, 2.2, 1.004172461752434"
582,1494,"1.8089219042960751, 8.761510810954213, 4.3, 1.2802503477051461"
4716,1495,"1.1459953060756467, 8.714229377494348, 5.0, 1.0611961057023644"
583,1496,"1.7984468767019477, 8.776760455849898, 4.3, 1.2635605006954103"
584,1497,"1.3880102492359718, 8.706872656452763, 2.9, 1.1842837273991655"
585,1498,"1.1798332452166918, 8.711411892219349, 4.2, 1.0764951321279554"
1766,1499,"1.8111061678447378, 8.773921586552124, 4.8, 1.0771905424200279"
6397,1500,"1.2107576400247604, 8.698769720298008, 4.2, 1.0125173852573017"
3139,1501,"4.623986318045648, 9.914693447363796, 3.9, 1.032684283727399"
586,1502,"1.201016717973319, 8.696887458713007, 4.8, 1.0034770514603617"
1767,1503,"1.8002511507645185, 8.769910224427669, 4.3, 1.0180806675938805"
4721,1504,"1.0831498327209443, 8.318251901566086, 0.0, 1.0"
1768,1505,"1.509080349891124, 8.722869432919738, 3.7, 1.004172461752434"
587,1506,"1.3464313829359567, 8.698925088004017, 5.0, 1.027816411682893"
4722,1507,"1.7909108162060532, 8.776200736846738, 0.0, 1.0"
588,1508,"1.8090071858767063, 8.771534680732827, 4.7, 1.2524339360222532"
3142,1509,"1.7899979295070825, 8.776359807791676, 3.2, 1.0827538247566064"
1770,1510,"1.7911626844987376, 8.769018791226294, 0.0, 1.0"
3144,1511,"1.7966066025192369, 8.772034218986176, 4.9, 1.006258692628651"
4727,1512,"1.5704095236347264, 8.720988711233757, 4.6, 1.0639777468706537"
6405,1513,"1.8055121786312176, 8.771420877831439, 2.8, 1.0090403337969402"
3145,1514,"1.7948969679477607, 8.774035994191182, 0.0, 1.0"
4729,1515,"1.1805303697817644, 8.698515562147417, 4.6, 1.0987482614742698"
1771,1516,"1.1683350772419523, 8.705133324927873, 0.0, 1.0"
3146,1517,"1.1810882390956552, 8.698588710467893, 0.0, 1.0"
4730,1518,"1.8224244412574135, 8.775999434015416, 4.0, 1.0006954102920724"
4731,1519,"1.5668520066077285, 8.722226659120242, 0.0, 1.0"
3147,1520,"1.8095151640078964, 8.776895505617066, 3.2, 1.144645340751043"
1772,1521,"1.1911203167579352, 8.701006133719112, 5.0, 1.0354659248956886"
4733,1522,"1.594879664208129, 8.714320711585799, 0.0, 1.0"
589,1523,"1.6836058307081192, 8.731897792273589, 0.0, 1.0"
3148,1524,"1.1983993395771773, 8.751612689204581, 5.0, 1.002086230876217"
1773,1525,"1.8002787473220048, 8.7698984351603, 4.0, 1.7280945757997217"
590,1526,"1.071239466021547, 8.314207472136438, 3.7, 1.0146036161335188"
591,1527,"1.7703989392105992, 8.752632308088842, 3.6, 1.5716272600834493"
592,1528,"1.6017367062376682, 8.7154816146462, 0.0, 1.0"
3150,1529,"1.2697761256446256, 8.694316544312882, 2.5, 1.0027816411682893"
1776,1530,"1.08152489651755, 8.32272202890921, 0.0, 1.0"
593,1531,"1.268583959663112, 8.693903589531347, 3.9, 1.0097357440890125"
3152,1532,"1.2640463009262426, 8.695650969678221, 4.9, 1.0458970792767732"
4735,1533,"1.309015169703053, 8.691812924123207, 4.4, 1.1481223922114048"
594,1534,"1.596172566902852, 8.725414462053811, 2.2, 1.082058414464534"
3154,1535,"1.0819710276087617, 8.318253291839287, 2.7, 1.0097357440890125"
595,1536,"1.5224261352247757, 8.740510603331769, 4.9, 1.015299026425591"
6414,1537,"1.5697236391660772, 8.725186812610174, 4.7, 1.0305980528511822"
596,1538,"1.8104167841007852, 8.776777026908949, 2.0, 1.0006954102920724"
6416,1539,"1.0806927582471149, 8.32246367500138, 1.3, 1.004172461752434"
597,1540,"1.5761513042103914, 8.720477838824895, 5.0, 1.0027816411682893"
598,1541,"1.1577147236841894, 8.701412810450812, 1.9, 1.2246175243393602"
1783,1542,"1.1723360478843663, 8.701115472783675, 4.9, 1.2677329624478442"
599,1543,"1.8016839184326354, 8.776858173976137, 4.4, 1.0500695410292071"
3160,1544,"1.8056387887739254, 8.775084727765346, 4.0, 1.399165507649513"
601,1545,"1.0849613439210692, 8.320576506936519, 3.6, 1.1773296244784424"
1785,1546,"1.567485958649753, 8.722752662439682, 3.3, 1.0723226703755215"
3162,1547,"1.2259078849886098, 8.696781080992707, 3.9, 1.017385257301808"
4743,1548,"1.8146096051625413, 8.780791649629297, 0.0, 1.0"
602,1549,"1.7116061568476457, 8.737057364201778, 3.0, 1.5062586926286508"
1786,1550,"1.831231401429096, 8.787628053132426, 5.0, 1.0006954102920724"
4744,1551,"1.5949536791826757, 8.71431845472975, 0.0, 1.0"
603,1552,"1.577581924595938, 8.72316657108579, 4.7, 1.0250347705146037"
604,1553,"1.801786033648237, 8.77816193851815, 4.5, 1.1091794158553547"
3167,1554,"1.5708651186750506, 8.721339309456747, 0.0, 1.0"
606,1555,"1.1657715664777175, 8.69703583141215, 4.9, 1.0319888734353269"
607,1556,"1.5677778300214484, 8.72355461316907, 4.7, 1.0285118219749652"
608,1557,"1.8147964982752072, 8.7661037561541, 4.7, 1.0674547983310152"
611,1558,"1.3906124641058089, 8.709650110587749, 3.1, 1.327538247566064"
612,1559,"1.5239111534354555, 8.780594929088572, 4.4, 1.006258692628651"
4753,1560,"1.1773059731595517, 8.711599759899334, 4.7, 1.0104311543810849"
1795,1561,"1.264922021079971, 8.69408253577209, 2.8, 1.0027816411682893"
4755,1562,"1.8110080820976648, 8.774179915522318, 4.3, 1.0139082058414464"
6434,1563,"1.3910191753305616, 8.708341084204562, 0.0, 1.0"
1796,1564,"1.6005995478034984, 8.716357904468179, 5.0, 1.0027816411682893"
4757,1565,"1.8015725513452159, 8.777931520996926, 0.0, 1.0"
613,1566,"1.4156103059984595, 8.65373158928116, 2.3, 1.002086230876217"
1797,1567,"1.7518793693058168, 8.75788759689799, 0.0, 1.0"
614,1568,"1.803853707706189, 8.770662125321822, 5.0, 1.0006954102920724"
3176,1569,"1.8310288411065594, 8.774237689790269, 4.0, 1.0006954102920724"
6439,1570,"1.570343063913672, 8.722118485890158, 5.0, 1.0013908205841446"
6440,1571,"1.5702805276224971, 8.722083068212783, 0.0, 1.0"
1799,1572,"1.8224244412574135, 8.775999434015416, 0.0, 1.0"
4762,1573,"1.3458593839725541, 8.700237287701368, 4.6, 1.0201668984700973"
1800,1574,"1.451549215332136, 8.707616982540017, 4.8, 1.0361613351877608"
615,1575,"1.758653860249849, 8.756249144344688, 0.0, 1.0"
616,1576,"1.575134208032571, 8.721701566024516, 5.0, 1.0013908205841446"
1802,1577,"1.2641271819030848, 8.69491239795045, 4.5, 1.0299026425591098"
617,1578,"1.5589524986544356, 8.721023954347679, 3.3, 1.073018080667594"
3181,1579,"1.4918082451214785, 8.717140154465213, 0.0, 1.0"
1803,1580,"1.1812301453129743, 8.71198291420598, 0.0, 1.0"
1804,1581,"1.799900905118485, 8.773879111523794, 0.0, 1.0"
6446,1582,"1.5949536791826757, 8.71431845472975, 3.0, 1.0013908205841446"
4767,1583,"1.5671182696465387, 8.720932931976677, 4.6, 1.0611961057023644"
3183,1584,"1.5855412913646045, 8.724288783404106, 4.1, 1.0159944367176634"
3184,1585,"1.8138907426751443, 8.784055861479237, 0.0, 1.0"
1805,1586,"1.1182922062594107, 8.317343354912081, 0.0, 1.0"
1806,1587,"1.3130234039926858, 8.696253226053804, 3.0, 1.0013908205841446"
6450,1588,"1.2096829913721017, 8.698939302456475, 4.0, 1.0194714881780251"
618,1589,"1.6670967800313754, 8.794691813061974, 0.0, 1.0"
619,1590,"1.2653214951671705, 8.693582922705835, 3.4, 1.1237830319888735"
4771,1591,"1.8077294997276097, 8.771006869434787, 4.3, 1.0292072322670376"
620,1592,"1.5454951341560745, 8.707810062185903, 3.7, 1.1995827538247565"
6453,1593,"1.8111872078795486, 8.765916929620415, 4.2, 1.0034770514603617"
4772,1594,"1.5782962009119172, 8.718246924152504, 0.0, 1.0"
1808,1595,"1.1624886630328577, 8.699831602240696, 0.0, 1.0"
621,1596,"1.274876849589015, 8.696934385109346, 5.0, 1.006258692628651"
4774,1597,"1.5266411183634379, 8.779735403592321, 4.3, 1.017385257301808"
622,1598,"1.3240898356223392, 8.702459050261387, 4.7, 1.0069541029207232"
623,1599,"1.8150518923528551, 8.766680682126028, 5.0, 1.0006954102920724"
624,1600,"1.8163276167870102, 8.7796607652481, 3.1, 1.1808066759388038"
626,1601,"1.8055053126289202, 8.777203996641854, 4.5, 1.0618915159944367"
627,1602,"1.7877553977227265, 8.758804865490147, 4.1, 1.03894297635605"
3192,1603,"1.5696068641077385, 8.72600527828893, 4.0, 1.0006954102920724"
628,1604,"1.2563749351187097, 8.694564561570633, 4.9, 1.0083449235048678"
629,1605,"1.4116904549198397, 8.702226456931433, 3.8, 1.0347705146036161"
630,1606,"1.5753555637050187, 8.72047604954952, 3.8, 1.073018080667594"
4782,1607,"1.8172068627257012, 8.773515932263496, 0.0, 1.0"
631,1608,"1.1433761515321939, 8.7142025944734, 0.0, 1.0"
1815,1609,"1.5859362057900483, 8.724447087516742, 4.8, 1.0577190542420027"
632,1610,"1.7782386943871602, 8.765463401305285, 3.2, 1.6091794158553547"
4784,1611,"1.8105000244374905, 8.77777733782862, 4.6, 1.0090403337969402"
633,1612,"1.8059011814021764, 8.771457648375561, 3.6, 2.4061196105702365"
4785,1613,"1.200142084715706, 8.751953081700082, 4.6, 1.032684283727399"
635,1614,"1.788240869151414, 8.770807867100379, 2.9, 2.079972183588317"
636,1615,"1.552483080893464, 8.722184202795138, 5.0, 1.0048678720445063"
637,1616,"1.5782984012138108, 8.718090845723873, 2.0, 1.015299026425591"
1819,1617,"1.7821603481227521, 8.757095745911137, 2.7, 1.0229485396383866"
1820,1618,"1.8056493661288124, 8.774228313239174, 3.9, 1.166203059805285"
638,1619,"1.8003271274540076, 8.769912524924578, 0.0, 1.0"
3200,1620,"1.1800632695484081, 8.71070959851739, 4.4, 1.0097357440890125"
4790,1621,"1.7930351679200154, 8.762180623385426, 3.0, 1.004172461752434"
3201,1622,"1.8026839158788714, 8.775114559412282, 5.0, 1.1891515994436719"
4792,1623,"1.7118713860096628, 8.736785687361975, 0.0, 1.0"
4793,1624,"1.1894693480670746, 8.698603897488152, 4.2, 1.0180806675938805"
639,1625,"1.7880762971736202, 8.761633747264748, 4.4, 1.0118219749652295"
4795,1626,"1.161444500490778, 8.70074622120904, 4.8, 1.0250347705146037"
1823,1627,"1.8085664627564109, 8.77447072576326, 4.3, 1.0027816411682893"
640,1628,"1.807193553903672, 8.761504850859236, 4.4, 1.1543810848400557"
1825,1629,"1.7987104357552983, 8.776705150407901, 5.0, 1.0013908205841446"
1826,1630,"1.3453392379067948, 8.700370280113574, 4.9, 1.0132127955493742"
1827,1631,"1.8163185239731598, 8.779654892434847, 0.0, 1.0"
4799,1632,"1.6755332676853971, 8.731299793999334, 0.0, 1.0"
3204,1633,"1.3542712971704853, 8.762298459949418, 0.0, 1.0"
4800,1634,"1.7458755672371655, 8.74046418192256, 0.0, 1.0"
641,1635,"1.1748792787576523, 8.69845727665793, 3.2, 1.1356050069541028"
642,1636,"1.7918794262132254, 8.762249644527163, 4.9, 1.6801112656467314"
6476,1637,"1.8007570611421215, 8.769326820904817, 0.0, 1.0"
3206,1638,"1.7936799093942186, 8.762278497371888, 0.0, 1.0"
1829,1639,"1.7717633649717017, 8.754312462603764, 0.0, 1.0"
6479,1640,"1.8019334008557975, 8.775386504331673, 4.4, 1.0166898470097356"
643,1641,"1.1731045629675112, 8.701134057556823, 0.0, 1.0"
3208,1642,"1.465458224931278, 8.723254650815756, 5.0, 1.0139082058414464"
6481,1643,"1.1653918155785785, 8.700662331001903, 0.0, 1.0"
644,1644,"1.8079272352917748, 8.761003729066008, 4.3, 1.1759388038942977"
6483,1645,"1.1496950739455638, 8.703141094603003, 3.3, 1.002086230876217"
1832,1646,"1.7828162766740547, 8.773996848337243, 0.0, 1.0"
645,1647,"1.8072462020911555, 8.76944783078298, 2.3, 1.006258692628651"
3212,1648,"1.452763702448527, 8.714703996815032, 0.0, 1.0"
1834,1649,"1.7843255512248888, 8.774789915033846, 0.0, 1.0"
646,1650,"1.557419206350401, 8.719681050186137, 0.0, 1.0"
1836,1651,"1.5785361133473241, 8.718122410536502, 3.6, 1.041029207232267"
1837,1652,"1.5528019391004335, 8.72433973722864, 3.7, 1.131432545201669"
3217,1653,"1.413939985254796, 8.653394183067556, 0.0, 1.0"
3218,1654,"1.1654749763862986, 8.702443501645408, 4.0, 1.0006954102920724"
3219,1655,"1.2758359426277561, 8.696863250502966, 4.6, 1.011126564673157"
6487,1656,"1.7925884536162533, 8.776485418663658, 4.8, 1.0222531293463144"
647,1657,"1.813979470511753, 8.769970205676394, 5.0, 1.0006954102920724"
648,1658,"1.0826235629234073, 8.317162133112063, 3.3, 1.2009735744089012"
1840,1659,"1.260800564026625, 8.692719482000747, 3.4, 1.0312934631432544"
6488,1660,"1.810653860002426, 8.76575570156997, 2.6, 1.0187760778859527"
1841,1661,"1.5777622168029213, 8.724941382632142, 5.0, 1.0257301808066759"
1842,1662,"1.7518793958154806, 8.7578876031324, 0.0, 1.0"
6490,1663,"1.234622671067707, 8.710604617304698, 4.9, 1.0104311543810849"
4812,1664,"1.3914795686195918, 8.708124189116402, 0.0, 1.0"
3223,1665,"1.5677230345513946, 8.721433748283866, 0.0, 1.0"
649,1666,"1.8136155988997746, 8.774852015981622, 4.0, 1.0187760778859527"
4815,1667,"1.2634192679058343, 8.693867585819529, 0.0, 1.0"
6495,1668,"1.7963870495037622, 8.771289163473073, 4.1, 1.0104311543810849"
1844,1669,"1.811989045607036, 8.774872234169921, 5.0, 1.0013908205841446"
4817,1670,"1.81389066314616, 8.784055930057734, 0.0, 1.0"
650,1671,"1.5534007128218175, 8.723735735218543, 4.7, 1.0319888734353269"
651,1672,"1.8111910517804466, 8.765926225124193, 4.1, 1.0271210013908205"
3228,1673,"1.8032615879098062, 8.776639352455604, 4.9, 1.1321279554937413"
3230,1674,"1.7420430654927639, 8.740514213054565, 2.1, 1.1147426981919333"
652,1675,"1.7996607010768022, 8.762496651810661, 3.3, 1.0139082058414464"
3232,1676,"1.5677776444538178, 8.721205930511184, 4.6, 1.1091794158553547"
6505,1677,"1.1666050832505457, 8.69970940782483, 5.0, 1.004172461752434"
653,1678,"1.388203902312287, 8.707915934919077, 5.0, 1.082058414464534"
654,1679,"1.7917680326161447, 8.774806080856312, 1.0, 1.0006954102920724"
6508,1680,"1.1680961456640153, 8.699388597607912, 3.6, 1.082058414464534"
3235,1681,"1.8101421440089798, 8.778057449823766, 4.7, 1.090403337969402"
655,1682,"1.8283283549220215, 8.772242728794268, 4.5, 1.0611961057023644"
1851,1683,"1.8034130641148778, 8.775997732021766, 1.0, 1.0006954102920724"
1852,1684,"1.2598603458667803, 8.694823713482812, 5.0, 1.0445062586926286"
3239,1685,"1.5454114696647876, 8.707845423753596, 3.1, 1.0187760778859527"
1853,1686,"1.8055839667942113, 8.777563323037405, 0.0, 1.0"
656,1687,"1.7973539628926067, 8.761367762440335, 4.8, 1.0855354659248957"
657,1688,"1.256210469179563, 8.696638531231544, 4.0, 1.0006954102920724"
4833,1689,"1.2107234955809147, 8.698893186533303, 3.4, 1.0445062586926286"
3242,1690,"1.805487577665466, 8.778480417066111, 0.0, 1.0"
6515,1691,"1.802519025785144, 8.772310259912262, 0.0, 1.0"
4835,1692,"1.820090901805572, 8.775276778733751, 0.0, 1.0"
3243,1693,"1.8022730161276206, 8.775205837394052, 3.7, 1.0097357440890125"
4837,1694,"1.452763702448527, 8.714703996815032, 0.0, 1.0"
658,1695,"1.033059668502518, 8.266274941941097, 0.0, 1.0"
659,1696,"1.5814149565335667, 8.72151898512334, 5.0, 1.0027816411682893"
1857,1697,"1.7682109908190062, 8.745654589237528, 0.0, 1.0"
