,e,feat
2858,1031,"1.7290716230873313, 8.789136854916734, 0.0, 1.0"
400,1032,"1.1752271385341624, 8.69999580410422, 4.9, 1.0118219749652295"
401,1033,"1.8114363456771132, 8.78397081790644, 0.0, 1.0"
1524,1034,"1.566537973159127, 8.720982370839831, 2.5, 1.2197496522948539"
402,1035,"1.7641655634744726, 8.756055915072986, 0.0, 1.0"
403,1036,"1.1686554464996197, 8.705292495623356, 3.3, 1.0333796940194715"
1526,1037,"1.1994124858154542, 8.752435013982492, 4.0, 1.1363004172461753"
404,1038,"1.7939012650666672, 8.762670155412373, 4.8, 1.4742698191933241"
405,1039,"1.7938964933276207, 8.777255131264248, 3.0, 1.0006954102920724"
2865,1040,"1.7415628164673667, 8.742255901186049, 0.0, 1.0"
406,1041,"1.5237906670245218, 8.723240829131063, 0.0, 1.0"
2866,1042,"1.8312675606072055, 8.77159092133617, 2.5, 1.0027816411682893"
6101,1043,"1.8085202033973218, 8.773143307873605, 4.4, 1.385952712100139"
4441,1044,"1.8051882305692644, 8.77120749894994, 4.9, 1.0069541029207232"
1529,1045,"1.567986726153051, 8.725021108254086, 5.0, 1.0090403337969402"
407,1046,"1.730416564247327, 8.78984576956102, 3.3, 1.1168289290681501"
408,1047,"1.7777357265819687, 8.766159560348814, 4.1, 1.03894297635605"
2869,1048,"1.5236555737901778, 8.77999867021442, 4.5, 1.0090403337969402"
1531,1049,"1.1589895467898579, 8.700815734869085, 5.0, 1.0013908205841446"
4445,1050,"1.792803287912002, 8.773603644163334, 4.0, 1.133518776077886"
409,1051,"1.7103351776428761, 8.73558462847338, 3.5, 1.0570236439499305"
4447,1052,"1.2606353027976391, 8.692136383963938, 5.0, 1.0006954102920724"
2871,1053,"1.570898123203457, 8.721642519937134, 0.0, 1.0"
2872,1054,"1.8079269171758385, 8.776115842899754, 0.0, 1.0"
410,1055,"1.17153269910618, 8.700321096861188, 3.9, 1.2426981919332407"
6110,1056,"1.1687813408814707, 8.700858222366234, 4.9, 1.0340751043115437"
411,1057,"1.174237055701279, 8.700618390887463, 3.7, 1.0438108484005564"
1533,1058,"1.5651589670842707, 8.724175847085565, 4.1, 1.0097357440890125"
412,1059,"1.168393159910016, 8.698952008181962, 2.4, 1.0542420027816413"
1535,1060,"1.8224876933094452, 8.775985693378042, 0.0, 1.0"
1536,1061,"1.272190996737553, 8.697122159273196, 4.0, 1.0132127955493742"
413,1062,"1.5695072938196297, 8.720942414512724, 4.8, 1.8477051460361613"
6116,1063,"1.074248975328687, 8.316250176236352, 2.0, 1.0006954102920724"
1539,1064,"1.805523074102041, 8.778122100644813, 4.6, 1.0159944367176634"
6118,1065,"1.7918178972891834, 8.770718390862802, 3.0, 1.0006954102920724"
415,1066,"1.2710739856460256, 8.696706648383982, 4.9, 1.0132127955493742"
416,1067,"1.8086221065356316, 8.781065689310102, 5.0, 1.002086230876217"
6119,1068,"1.7704402942823378, 8.75263159736622, 0.0, 1.0"
2879,1069,"1.0734277855483985, 8.31793107888035, 5.0, 1.0006954102920724"
4456,1070,"1.7918384952960684, 8.770751832232532, 4.8, 1.1043115438108484"
6121,1071,"1.7981178652946737, 8.761288454523793, 4.8, 1.148817802503477"
417,1072,"1.2862893648478666, 8.717244325204739, 4.7, 1.002086230876217"
418,1073,"1.7983040161368198, 8.751139890331316, 4.1, 1.0076495132127956"
419,1074,"1.5699518343311567, 8.723415866397382, 3.6, 1.1126564673157162"
1543,1075,"1.7995282322989317, 8.761466496775235, 4.5, 1.0013908205841446"
420,1076,"1.7704486978449916, 8.754170436532956, 3.2, 1.0924895688456189"
4458,1077,"1.8040371810725366, 8.770957929324352, 4.7, 1.004172461752434"
2882,1078,"1.1597983830679475, 8.70053951314514, 5.0, 1.0006954102920724"
1544,1079,"1.8101632722090946, 8.775400949457262, 2.9, 2.5695410292072323"
1545,1080,"1.5679405463229434, 8.725015590802146, 0.0, 1.0"
421,1081,"1.7983309764624344, 8.76168410258602, 4.9, 1.1300417246175243"
422,1082,"1.7702591272565282, 8.75263894149999, 2.6, 1.0166898470097356"
1548,1083,"1.7900923569208853, 8.770793858383417, 0.0, 1.0"
423,1084,"1.791467890230102, 8.768897120500782, 3.5, 1.0771905424200279"
424,1085,"1.5966620943097292, 8.732176987810615, 3.0, 1.1063977746870655"
1551,1086,"1.8167956978778372, 8.77226730483444, 4.8, 1.0243393602225312"
2890,1087,"1.8079966906045666, 8.776004066181283, 5.0, 1.0006954102920724"
1552,1088,"1.6756917424410736, 8.731651620400893, 3.6, 1.0097357440890125"
1553,1089,"1.7900697971990587, 8.770757268637157, 4.6, 1.0257301808066759"
1554,1090,"1.7997362536117105, 8.772692198509157, 4.6, 1.347009735744089"
1555,1091,"1.7934804507020639, 8.762420835163145, 4.7, 1.0104311543810849"
6134,1092,"1.8137757437641167, 8.779871357348789, 0.0, 1.0"
1556,1093,"1.5577617907042978, 8.723231159562745, 4.9, 1.0187760778859527"
6136,1094,"1.2370986469300922, 8.710648993827766, 5.0, 1.0048678720445063"
2895,1095,"1.5244409490179542, 8.780489006480126, 5.0, 1.0006954102920724"
425,1096,"1.0846087654248322, 8.316959440007542, 2.7, 1.0125173852573017"
426,1097,"1.789954798288031, 8.762713409741826, 4.5, 1.032684283727399"
1558,1098,"1.5953666201778525, 8.730863323027153, 1.0, 1.0006954102920724"
427,1099,"1.8151476717593873, 8.775528156337941, 0.0, 1.0"
1560,1100,"1.8138905836171757, 8.784056004870642, 0.0, 1.0"
1561,1101,"1.4507620374473893, 8.714496659075827, 5.0, 1.0006954102920724"
428,1102,"1.839939772170136, 8.770430685357528, 0.0, 1.0"
429,1103,"1.7729627680907702, 8.754267107278487, 4.0, 1.0006954102920724"
6143,1104,"1.8163185239731598, 8.779654892434847, 0.0, 1.0"
1564,1105,"1.0722597698683929, 8.317499907155797, 4.0, 1.0229485396383866"
1565,1106,"3.0824171410268653, 8.776575904875488, 0.0, 1.0"
4476,1107,"1.7951528391993135, 8.77163176918376, 4.4, 1.0299026425591098"
1566,1108,"1.8019014036945222, 8.776700942181845, 0.0, 1.0"
430,1109,"1.8263558770580524, 8.775443767378086, 0.0, 1.0"
2904,1110,"1.7487805224398585, 8.74451096172439, 5.0, 1.002086230876217"
431,1111,"1.7927907223325148, 8.77428950396324, 5.0, 1.0006954102920724"
4481,1112,"1.1714231611853956, 8.702697959047631, 0.0, 1.0"
6148,1113,"1.2548227149164548, 8.698890144141725, 2.5, 1.0013908205841446"
6149,1114,"1.788329915103959, 8.776346933737146, 3.3, 1.0243393602225312"
2906,1115,"1.570273078407653, 8.723073192108195, 4.0, 1.0027816411682893"
1569,1116,"1.8156602360619951, 8.777549956464568, 0.0, 1.0"
432,1117,"1.7611545166069735, 8.742934672462953, 0.0, 1.0"
1570,1118,"1.7891156879766559, 8.759571728965836, 3.1, 1.1029207232267038"
1571,1119,"1.8327629706051427, 8.790497714176118, 0.0, 1.0"
2909,1120,"1.0871413924335727, 8.31909350937095, 4.0, 1.006258692628651"
433,1121,"1.5660180656803195, 8.718650521086172, 5.0, 1.0006954102920724"
434,1122,"1.255729265806357, 8.69856846110755, 4.3, 1.0368567454798332"
6154,1123,"1.0789942577334148, 8.317532294910409, 0.0, 1.0"
4485,1124,"1.6459205709219642, 8.721506042490313, 5.0, 1.0006954102920724"
2911,1125,"1.7977243823909435, 8.775129815011038, 0.0, 1.0"
2912,1126,"1.811030747858137, 8.77670564916062, 5.0, 1.0382475660639778"
435,1127,"1.5754590044036885, 8.722130748972607, 4.3, 1.1203059805285118"
1576,1128,"1.8179142995490478, 8.771494817921855, 4.0, 1.0006954102920724"
2917,1129,"1.4909326044967335, 8.716886102299576, 4.1, 1.0104311543810849"
6161,1130,"1.8037988061974888, 8.774069323341552, 5.0, 1.0006954102920724"
438,1131,"1.5736512840851393, 8.723731589336577, 3.5, 1.0681502086230876"
439,1132,"1.6227396216906937, 8.719131580551325, 4.8, 1.121001390820584"
6163,1133,"1.7704032867950632, 8.752632513824338, 0.0, 1.0"
2920,1134,"1.8138907426751443, 8.784055936292143, 0.0, 1.0"
1579,1135,"1.8079297006902832, 8.770569793724937, 4.4, 1.333796940194715"
2922,1136,"1.8043417505720276, 8.777355237169123, 4.1, 2.596662030598053"
2924,1137,"1.5442527588759232, 8.723950429560338, 5.0, 1.0048678720445063"
1580,1138,"1.7918314967454672, 8.77480925417048, 5.0, 1.002086230876217"
440,1139,"1.5689644024644105, 8.72376890227428, 4.2, 1.3087621696801113"
2928,1140,"1.786863082520977, 8.776639059438383, 3.5, 1.0104311543810849"
442,1141,"1.8022873048351, 8.76142927111926, 0.0, 1.0"
443,1142,"1.574279085885725, 8.721001105238793, 4.8, 1.004172461752434"
1585,1143,"1.3919225450611012, 8.707240985334872, 0.0, 1.0"
444,1144,"1.7419604083686089, 8.74055169432131, 3.4, 1.1863699582753824"
2931,1145,"1.0847391664491166, 8.317593747479654, 3.8, 1.0674547983310152"
1587,1146,"1.3917427830473414, 8.708762299577987, 3.5, 1.3873435326842838"
4504,1147,"1.074877201283857, 8.315484989816674, 5.0, 1.0006954102920724"
4505,1148,"1.0809527384961797, 8.31799388431634, 4.0, 1.0006954102920724"
1588,1149,"1.187790756309064, 8.698920923418823, 3.5, 1.2273991655076495"
445,1150,"1.8005395493705727, 8.775651466713013, 4.7, 1.002086230876217"
1590,1151,"1.8398805495866357, 8.770362044514739, 5.0, 1.0180806675938805"
446,1152,"1.8039709334287704, 8.770917929356383, 4.6, 2.0076495132127956"
2936,1153,"1.4505462488038292, 8.713527750874148, 3.2, 1.084144645340751"
1592,1154,"1.1622776991476682, 8.699061035526077, 4.0, 1.0027816411682893"
447,1155,"1.5953262459635846, 8.724151657578751, 5.0, 1.0006954102920724"
2938,1156,"1.8116810828708898, 8.779353022352389, 5.0, 1.0055632823365785"
1594,1157,"1.7936941450823758, 8.773167522318056, 5.0, 1.0006954102920724"
448,1158,"1.1553545420226694, 8.711027459858864, 0.0, 1.0"
449,1159,"1.1709845058186898, 8.699842643378986, 3.0, 1.0027816411682893"
450,1160,"1.7865515674902097, 8.749511743256043, 2.9, 1.2183588317107092"
6183,1161,"1.7107983809560112, 8.790855818627511, 5.0, 1.0027816411682893"
4515,1162,"1.8248132798628758, 8.774869378810612, 0.0, 1.0"
2941,1163,"1.5531955015331445, 8.724307891867607, 4.7, 1.004172461752434"
451,1164,"1.1650968160668418, 8.698632133126388, 4.9, 1.0472878998609179"
1597,1165,"1.6218686202566914, 8.719640626278357, 4.9, 1.0229485396383866"
452,1166,"1.777042180821181, 8.757145839387233, 0.0, 1.0"
453,1167,"1.725305899179924, 8.748496737834422, 2.4, 1.0076495132127956"
454,1168,"1.8051792703037215, 8.775513031661774, 3.7, 1.0333796940194715"
455,1169,"1.6752316937776408, 8.731291863831121, 3.8, 1.678720445062587"
456,1170,"1.816285625483399, 8.786298016791005, 5.0, 1.0013908205841446"
457,1171,"1.573967888970894, 8.716515048980746, 3.6, 1.011126564673157"
2946,1172,"1.826822818233441, 8.775201822434674, 3.4, 1.0104311543810849"
2947,1173,"1.8022928453543265, 8.775213898484854, 0.0, 1.0"
1601,1174,"1.7885747053170578, 8.761748903032881, 3.6, 1.2211404728789985"
458,1175,"1.8237550406906076, 8.776239259259778, 3.7, 1.006258692628651"
2951,1176,"1.803190754094623, 8.776040730740451, 0.0, 1.0"
2952,1177,"1.6777785564745349, 8.73165490593442, 4.8, 1.0187760778859527"
1604,1178,"1.7945276883648633, 8.771677118274628, 4.2, 1.004172461752434"
1605,1179,"1.8152803791242116, 8.767000108304153, 4.8, 1.0264255910987483"
459,1180,"1.5608343134765166, 8.723460872595755, 5.0, 1.0166898470097356"
2956,1181,"1.7937875386193856, 8.771237823115182, 0.0, 1.0"
460,1182,"1.80817038190587, 8.778917299509285, 4.0, 1.0027816411682893"
2958,1183,"1.8315245717741968, 8.771577305386975, 2.1, 1.1008344923504867"
461,1184,"1.1710799140899635, 8.699159501781391, 2.9, 1.0319888734353269"
462,1185,"1.7906193954986023, 8.76196539911887, 4.9, 1.0744089012517386"
463,1186,"1.594917705572196, 8.724596856723492, 4.4, 1.0055632823365785"
1611,1187,"1.5515051129758266, 8.714672681378762, 5.0, 1.0069541029207232"
464,1188,"1.643627803329312, 8.575740529540003, 3.3, 1.0069541029207232"
1612,1189,"1.7779319510954368, 8.765477297802885, 3.9, 1.1675938803894297"
465,1190,"1.782136091782598, 8.757168588745575, 2.8, 1.2065368567454797"
1614,1191,"1.7591036231646688, 8.756140110766163, 4.4, 1.0375521557719054"
466,1192,"1.2044726499779461, 8.711315745164171, 0.0, 1.0"
4538,1193,"1.5963221079026466, 8.725244823785664, 3.1, 1.0827538247566064"
4539,1194,"1.1249100781240609, 8.709114955155938, 0.0, 1.0"
1615,1195,"1.0899955021057552, 8.316077919516434, 3.2, 1.0090403337969402"
1616,1196,"1.7879584882384894, 8.776874994411545, 0.0, 1.0"
6208,1197,"1.1737853045618571, 8.70007074793448, 0.0, 1.0"
467,1198,"1.8163980794669339, 8.778413228840613, 2.9, 1.0208623087621698"
468,1199,"1.7861323171956274, 8.761065773904106, 5.0, 1.002086230876217"
1619,1200,"1.8015471815992843, 8.771623907594044, 4.3, 1.0368567454798332"
2970,1201,"1.8248126701406635, 8.775231442111702, 5.0, 1.0006954102920724"
4545,1202,"1.2327295631298831, 8.7106213629272, 2.9, 1.2072322670375522"
4546,1203,"1.5679405463229434, 8.725015590802146, 0.0, 1.0"
469,1204,"1.560771591617713, 8.721552158413484, 3.1, 1.086230876216968"
6215,1205,"1.3920270461462252, 8.707244383087762, 0.0, 1.0"
1621,1206,"1.8063123992693617, 8.774299666049865, 3.6, 1.1084840055632823"
470,1207,"1.7950510951189722, 8.780614505132746, 0.0, 1.0"
1623,1208,"1.781480083702312, 8.757038701069037, 0.0, 1.0"
471,1209,"1.7933196696058493, 8.763889786605297, 2.9, 1.0507649513212796"
472,1210,"1.5683714343588662, 8.719685139958424, 0.0, 1.0"
6219,1211,"3.0849480183979496, 8.776906453239222, 0.0, 1.0"
2977,1212,"1.8287508128856294, 8.772225453247005, 0.0, 1.0"
473,1213,"1.816874935255675, 8.76695188515075, 5.0, 1.0034770514603617"
2979,1214,"1.805598282011351, 8.775995481400129, 4.9, 1.0952712100139081"
474,1215,"1.8193506195117886, 8.775226404709253, 4.8, 1.1460361613351877"
475,1216,"1.7950172422814017, 8.780593937817546, 3.2, 1.0194714881780251"
476,1217,"1.8021460613593137, 8.77517866160534, 3.3, 1.2246175243393602"
477,1218,"1.1208712516852088, 8.31731958311067, 4.0, 1.0952712100139081"
478,1219,"1.5437015169773751, 8.723897162770074, 3.9, 1.055632823365786"
6224,1220,"1.2702426956847548, 8.696788599689928, 0.0, 1.0"
4555,1221,"1.269081811103658, 8.695417029715928, 5.0, 1.0013908205841446"
2983,1222,"1.7374975068768057, 8.743811267770973, 4.5, 1.2809457579972183"
6226,1223,"1.801731927429378, 8.777939064631783, 3.4, 1.0618915159944367"
2984,1224,"1.8264495622013373, 8.77533129240581, 3.2, 1.015299026425591"
1630,1225,"5.126096562201487, 9.117249877707913, 4.0, 1.062586926286509"
1631,1226,"1.7961473491456452, 8.772393458100002, 4.4, 1.0055632823365785"
1632,1227,"1.742309063434961, 8.742299055764956, 4.1, 1.249652294853964"
1633,1228,"1.3832540183410984, 8.707954881271931, 5.0, 1.006258692628651"
4559,1229,"1.5615919065791761, 8.7209666476604, 2.7, 1.0924895688456189"
1634,1230,"1.1884268556336606, 8.698634951079244, 2.7, 1.342837273991655"
2989,1231,"1.1623784093512164, 8.699748073629278, 0.0, 1.0"
2990,1232,"1.7113278849322349, 8.735164585168842, 0.0, 1.0"
479,1233,"1.8146664683861822, 8.780792933917546, 4.5, 2.0424200278164117"
480,1234,"1.714039028000645, 8.736745070187517, 4.8, 1.1460361613351877"
1637,1235,"1.8136155988997746, 8.774852015981622, 0.0, 1.0"
481,1236,"1.7832956243709654, 8.755534300777466, 4.2, 1.0737134909596662"
482,1237,"1.7923376192003593, 8.759519066913244, 0.0, 1.0"
483,1238,"1.7950022113034034, 8.769409950514062, 3.0, 1.0027816411682893"
484,1239,"1.5600174182613697, 8.72347256211258, 2.8, 1.1842837273991655"
485,1240,"1.783564538375912, 8.774912072043255, 4.0, 1.0187760778859527"
1642,1241,"1.7981105221184732, 8.776781334885548, 4.4, 1.0090403337969402"
486,1242,"1.7129422437807431, 8.7372743715093, 0.0, 1.0"
1643,1243,"1.8100734839860309, 8.777883011060709, 3.7, 1.023643949930459"
487,1244,"1.1673104258106415, 8.70008410827291, 4.0, 1.03894297635605"
3000,1245,"1.5196686267586257, 8.716356570304658, 4.7, 1.0132127955493742"
4570,1246,"1.475679342988795, 8.70928080290343, 5.0, 1.004172461752434"
488,1247,"1.5714432413702282, 8.720943798551517, 4.8, 1.1905424200278163"
3002,1248,"1.805523365708317, 8.776956446964775, 3.3, 1.0194714881780251"
6243,1249,"1.577961648985415, 8.718961219091737, 0.0, 1.0"
489,1250,"1.8265022368984818, 8.77189661311133, 3.6, 1.2287899860917941"
1645,1251,"1.7817513040477992, 8.755510691070686, 4.2, 1.017385257301808"
3004,1252,"1.5196177282087957, 8.710475116161517, 0.0, 1.0"
490,1253,"1.5954881139559154, 8.724222349542092, 4.5, 1.0055632823365785"
1647,1254,"1.8180786329398835, 8.77524863037724, 2.3, 1.002086230876217"
1648,1255,"1.7879745000739584, 8.770400298848196, 0.0, 1.0"
491,1256,"1.6585434377900308, 8.729564315339188, 4.2, 1.011126564673157"
1649,1257,"1.5714138156461068, 8.72135870470306, 0.0, 1.0"
4577,1258,"1.7938186609618354, 8.771083914260872, 5.0, 1.0027816411682893"
1650,1259,"1.7872337671159304, 8.776192164534399, 4.7, 1.1001390820584145"
492,1260,"5.20314559400282, 9.862306375847762, 0.0, 1.0"
1651,1261,"1.3968193301805636, 8.708477549182566, 4.0, 1.0006954102920724"
4579,1262,"1.5749468642556623, 8.722988304395622, 4.8, 1.045201668984701"
1652,1263,"1.2560833288436282, 8.696300177387776, 0.0, 1.0"
6252,1264,"1.392776951447087, 8.709268539820982, 0.0, 1.0"
1653,1265,"1.7985302230772984, 8.772673844409141, 5.0, 1.0006954102920724"
493,1266,"1.5679516273613956, 8.72501192496967, 2.6, 1.2878998609179415"
6255,1267,"1.558713408018531, 8.72286706384433, 2.6, 1.0048678720445063"
494,1268,"1.7882788309864965, 8.776233529837933, 2.5, 1.0013908205841446"
1656,1269,"1.7924637521691622, 8.77360755313776, 4.0, 1.0006954102920724"
495,1270,"1.589138175238742, 8.713895824145489, 0.0, 1.0"
496,1271,"1.8031606921386283, 8.797012584270888, 4.7, 1.002086230876217"
1657,1272,"1.561529582365293, 8.721705836594662, 0.0, 1.0"
497,1273,"1.1590205896033234, 8.700747848389781, 3.6, 1.0542420027816413"
1659,1274,"1.5967428427382648, 8.732184737180967, 0.0, 1.0"
498,1275,"1.5632604246658648, 8.722014651808717, 4.4, 1.0166898470097356"
1661,1276,"1.7437495189048748, 8.740543327744467, 5.0, 1.011126564673157"
1662,1277,"1.8115896245391596, 8.783442906857855, 4.5, 1.0027816411682893"
4589,1278,"1.5672430506226105, 8.722656016631785, 3.2, 1.0243393602225312"
499,1279,"1.5542518850291192, 8.725597529238888, 0.0, 1.0"
3021,1280,"1.7977243028619592, 8.775129839948674, 4.0, 1.002086230876217"
500,1281,"1.1169365551962214, 8.308533711093814, 5.0, 1.0006954102920724"
1663,1282,"1.5240220168393082, 8.780934018592598, 2.4, 1.1015299026425591"
1664,1283,"1.7810528539996575, 8.757022242229349, 4.3, 1.0027816411682893"
3024,1284,"1.7435382103940862, 8.741360989184468, 5.0, 1.0319888734353269"
501,1285,"1.1664163079519207, 8.699088915803003, 3.4, 1.2732962447844227"
3025,1286,"1.5782918798371108, 8.718252273275404, 5.0, 1.0006954102920724"
1665,1287,"1.811164383061108, 8.765916374758016, 5.0, 1.0034770514603617"
1666,1288,"1.7891591108019815, 8.75959295089398, 4.3, 1.002086230876217"
502,1289,"1.8082180462770152, 8.779119855456807, 5.0, 1.0006954102920724"
4597,1290,"1.8527597648801581, 8.782010719725415, 0.0, 1.0"
1668,1291,"1.2554925610399756, 8.698890929677255, 4.8, 1.0139082058414464"
503,1292,"1.7950179580422585, 8.780608644788312, 5.0, 1.0006954102920724"
1670,1293,"1.7993760668426626, 8.769389177463363, 4.9, 1.0104311543810849"
6272,1294,"1.5919583260347085, 8.715312724507129, 4.0, 1.0006954102920724"
504,1295,"1.5856053652161384, 8.724283166201621, 4.9, 1.0347705146036161"
505,1296,"1.0819608478987943, 8.318260442706379, 4.9, 1.0048678720445063"
6274,1297,"1.2578160533301581, 8.694354636551704, 4.4, 1.0125173852573017"
6275,1298,"1.7421135281726876, 8.741015696443514, 0.0, 1.0"
506,1299,"1.5842914933792702, 8.716048272546548, 4.0, 1.0069541029207232"
507,1300,"1.817076965384981, 8.779861026933121, 4.3, 1.0855354659248957"
3034,1301,"1.820129287795238, 8.775261124132822, 0.0, 1.0"
508,1302,"1.8078875768383638, 8.776118623446157, 4.4, 1.239221140472879"
509,1303,"1.7620569319897026, 8.757475078525083, 2.9, 1.5396383866481225"
510,1304,"1.817424639593864, 8.775781610000319, 0.0, 1.0"
4603,1305,"1.0818406265844773, 8.320384873673515, 0.0, 1.0"
6279,1306,"1.0551986820032608, 8.278256553294144, 5.0, 1.0013908205841446"
1676,1307,"1.8116343728475544, 8.77559133583847, 4.9, 1.2712100139082059"
3038,1308,"0.044476752259678065, 8.0414184511778, 0.0, 1.0"
